"시도별","시점","연령계층별","성별",데이터
"부산광역시","2016.3/4","40 - 49세","여자",164
"부산광역시","2016.3/4","50 - 59세","남자",231
"부산광역시","2016.3/4","50 - 59세","여자",174
"부산광역시","2016.3/4","60세이상","남자",165
"부산광역시","2016.3/4","60세이상","여자",117
"부산광역시","2016.4/4","20 - 29세","남자",113
"부산광역시","2016.4/4","20 - 29세","여자",125
"부산광역시","2016.4/4","30 - 39세","남자",209
"부산광역시","2016.4/4","30 - 39세","여자",139
"부산광역시","2016.4/4","40 - 49세","남자",237
"부산광역시","2016.4/4","40 - 49세","여자",161
"부산광역시","2016.4/4","50 - 59세","남자",233
"부산광역시","2016.4/4","50 - 59세","여자",173
"부산광역시","2016.4/4","60세이상","남자",169
"부산광역시","2016.4/4","60세이상","여자",117
"부산광역시","2017.1/4","20 - 29세","남자",110
"부산광역시","2017.1/4","20 - 29세","여자",123
"부산광역시","2017.1/4","30 - 39세","남자",210
"부산광역시","2017.1/4","30 - 39세","여자",136
"부산광역시","2017.1/4","40 - 49세","남자",232
"부산광역시","2017.1/4","40 - 49세","여자",167
"부산광역시","2017.1/4","50 - 59세","남자",234
"부산광역시","2017.1/4","50 - 59세","여자",172
"부산광역시","2017.1/4","60세이상","남자",163
"부산광역시","2017.1/4","60세이상","여자",112
"부산광역시","2017.2/4","20 - 29세","남자",109
"부산광역시","2017.2/4","20 - 29세","여자",126
"부산광역시","2017.2/4","30 - 39세","남자",213
"부산광역시","2017.2/4","30 - 39세","여자",141
"부산광역시","2017.2/4","40 - 49세","남자",230
"부산광역시","2017.2/4","40 - 49세","여자",174
"부산광역시","2017.2/4","50 - 59세","남자",239
"부산광역시","2017.2/4","50 - 59세","여자",161
"부산광역시","2017.2/4","60세이상","남자",166
"부산광역시","2017.2/4","60세이상","여자",121
"부산광역시","2017.3/4","20 - 29세","남자",109
"부산광역시","2017.3/4","20 - 29세","여자",124
"부산광역시","2017.3/4","30 - 39세","남자",212
"부산광역시","2017.3/4","30 - 39세","여자",136
"부산광역시","2017.3/4","40 - 49세","남자",230
"부산광역시","2017.3/4","40 - 49세","여자",171
"부산광역시","2017.3/4","50 - 59세","남자",238
"부산광역시","2017.3/4","50 - 59세","여자",159
"부산광역시","2017.3/4","60세이상","남자",172
"부산광역시","2017.3/4","60세이상","여자",119
"부산광역시","2017.4/4","20 - 29세","남자",107
"부산광역시","2017.4/4","20 - 29세","여자",121
"부산광역시","2017.4/4","30 - 39세","남자",210
"부산광역시","2017.4/4","30 - 39세","여자",141
"부산광역시","2017.4/4","40 - 49세","남자",226
"부산광역시","2017.4/4","40 - 49세","여자",169
"부산광역시","2017.4/4","50 - 59세","남자",234
"부산광역시","2017.4/4","50 - 59세","여자",163
"부산광역시","2017.4/4","60세이상","남자",175
"부산광역시","2017.4/4","60세이상","여자",116
"부산광역시","2018.1/4","20 - 29세","남자",110
"부산광역시","2018.1/4","20 - 29세","여자",121
"부산광역시","2018.1/4","30 - 39세","남자",210
"부산광역시","2018.1/4","30 - 39세","여자",137
"부산광역시","2018.1/4","40 - 49세","남자",222
"부산광역시","2018.1/4","40 - 49세","여자",171
"부산광역시","2018.1/4","50 - 59세","남자",225
"부산광역시","2018.1/4","50 - 59세","여자",161
"부산광역시","2018.1/4","60세이상","남자",172
"부산광역시","2018.1/4","60세이상","여자",107
"부산광역시","2018.2/4","20 - 29세","남자",103
"부산광역시","2018.2/4","20 - 29세","여자",122
"부산광역시","2018.2/4","30 - 39세","남자",205
"부산광역시","2018.2/4","30 - 39세","여자",132
"부산광역시","2018.2/4","40 - 49세","남자",220
"부산광역시","2018.2/4","40 - 49세","여자",174
"부산광역시","2018.2/4","50 - 59세","남자",229
"부산광역시","2018.2/4","50 - 59세","여자",164
"부산광역시","2018.2/4","60세이상","남자",181
"부산광역시","2018.2/4","60세이상","여자",124
"부산광역시","2018.3/4","20 - 29세","남자",103
"부산광역시","2018.3/4","20 - 29세","여자",122
"부산광역시","2018.3/4","30 - 39세","남자",188
"부산광역시","2018.3/4","30 - 39세","여자",128
"부산광역시","2018.3/4","40 - 49세","남자",218
"부산광역시","2018.3/4","40 - 49세","여자",173
"부산광역시","2018.3/4","50 - 59세","남자",223
"부산광역시","2018.3/4","50 - 59세","여자",169
"부산광역시","2018.3/4","60세이상","남자",184
"부산광역시","2018.3/4","60세이상","여자",129
"부산광역시","2018.4/4","20 - 29세","남자",105
"부산광역시","2018.4/4","20 - 29세","여자",131
"부산광역시","2018.4/4","30 - 39세","남자",189
"부산광역시","2018.4/4","30 - 39세","여자",135
"부산광역시","2018.4/4","40 - 49세","남자",231
"부산광역시","2018.4/4","40 - 49세","여자",169
"부산광역시","2018.4/4","50 - 59세","남자",224
"부산광역시","2018.4/4","50 - 59세","여자",172
"부산광역시","2018.4/4","60세이상","남자",185
"부산광역시","2018.4/4","60세이상","여자",125
"부산광역시","2019.1/4","20 - 29세","남자",101
"부산광역시","2019.1/4","20 - 29세","여자",125
"부산광역시","2019.1/4","30 - 39세","남자",191
"부산광역시","2019.1/4","30 - 39세","여자",136
"부산광역시","2019.1/4","40 - 49세","남자",225
"부산광역시","2019.1/4","40 - 49세","여자",167
"부산광역시","2019.1/4","50 - 59세","남자",221
"부산광역시","2019.1/4","50 - 59세","여자",177
"부산광역시","2019.1/4","60세이상","남자",180
"부산광역시","2019.1/4","60세이상","여자",114
"부산광역시","2019.2/4","20 - 29세","남자",103
"부산광역시","2019.2/4","20 - 29세","여자",126
"부산광역시","2019.2/4","30 - 39세","남자",193
"부산광역시","2019.2/4","30 - 39세","여자",135
"부산광역시","2019.2/4","40 - 49세","남자",218
"부산광역시","2019.2/4","40 - 49세","여자",167
"부산광역시","2019.2/4","50 - 59세","남자",223
"부산광역시","2019.2/4","50 - 59세","여자",180
"부산광역시","2019.2/4","60세이상","남자",185
"부산광역시","2019.2/4","60세이상","여자",131
"부산광역시","2019.3/4","20 - 29세","남자",113
"부산광역시","2019.3/4","20 - 29세","여자",133
"부산광역시","2019.3/4","30 - 39세","남자",189
"부산광역시","2019.3/4","30 - 39세","여자",134
"부산광역시","2019.3/4","40 - 49세","남자",222
"부산광역시","2019.3/4","40 - 49세","여자",167
"부산광역시","2019.3/4","50 - 59세","남자",222
"부산광역시","2019.3/4","50 - 59세","여자",185
"부산광역시","2019.3/4","60세이상","남자",182
"부산광역시","2019.3/4","60세이상","여자",136
"부산광역시","2019.4/4","20 - 29세","남자",114
"부산광역시","2019.4/4","20 - 29세","여자",132
"부산광역시","2019.4/4","30 - 39세","남자",183
"부산광역시","2019.4/4","30 - 39세","여자",139
"부산광역시","2019.4/4","40 - 49세","남자",224
"부산광역시","2019.4/4","40 - 49세","여자",164
"부산광역시","2019.4/4","50 - 59세","남자",218
"부산광역시","2019.4/4","50 - 59세","여자",190
"부산광역시","2019.4/4","60세이상","남자",185
"부산광역시","2019.4/4","60세이상","여자",137
"부산광역시","2020.1/4","20 - 29세","남자",104
"부산광역시","2020.1/4","20 - 29세","여자",125
"부산광역시","2020.1/4","30 - 39세","남자",178
"부산광역시","2020.1/4","30 - 39세","여자",135
"부산광역시","2020.1/4","40 - 49세","남자",224
"부산광역시","2020.1/4","40 - 49세","여자",163
"부산광역시","2020.1/4","50 - 59세","남자",217
"부산광역시","2020.1/4","50 - 59세","여자",184
"부산광역시","2020.1/4","60세이상","남자",181
"부산광역시","2020.1/4","60세이상","여자",133
"부산광역시","2020.2/4","20 - 29세","남자",96
"부산광역시","2020.2/4","20 - 29세","여자",110
"부산광역시","2020.2/4","30 - 39세","남자",175
"부산광역시","2020.2/4","30 - 39세","여자",124
"부산광역시","2020.2/4","40 - 49세","남자",222
"부산광역시","2020.2/4","40 - 49세","여자",157
"부산광역시","2020.2/4","50 - 59세","남자",213
"부산광역시","2020.2/4","50 - 59세","여자",185
"부산광역시","2020.2/4","60세이상","남자",184
"부산광역시","2020.2/4","60세이상","여자",144
"부산광역시","2020.3/4","20 - 29세","남자",109
"부산광역시","2020.3/4","20 - 29세","여자",108
"부산광역시","2020.3/4","30 - 39세","남자",174
"부산광역시","2020.3/4","30 - 39세","여자",115
"부산광역시","2020.3/4","40 - 49세","남자",221
"부산광역시","2020.3/4","40 - 49세","여자",153
"부산광역시","2020.3/4","50 - 59세","남자",215
"부산광역시","2020.3/4","50 - 59세","여자",189
"부산광역시","2020.3/4","60세이상","남자",196
"부산광역시","2020.3/4","60세이상","여자",154
"부산광역시","2020.4/4","20 - 29세","남자",109
"부산광역시","2020.4/4","20 - 29세","여자",111
"부산광역시","2020.4/4","30 - 39세","남자",174
"부산광역시","2020.4/4","30 - 39세","여자",112
"부산광역시","2020.4/4","40 - 49세","남자",220
"부산광역시","2020.4/4","40 - 49세","여자",153
"부산광역시","2020.4/4","50 - 59세","남자",217
"부산광역시","2020.4/4","50 - 59세","여자",190
"부산광역시","2020.4/4","60세이상","남자",198
"부산광역시","2020.4/4","60세이상","여자",160
"부산광역시","2021.1/4","20 - 29세","남자",107
"부산광역시","2021.1/4","20 - 29세","여자",102
"부산광역시","2021.1/4","30 - 39세","남자",175
"부산광역시","2021.1/4","30 - 39세","여자",115
"부산광역시","2021.1/4","40 - 49세","남자",216
"부산광역시","2021.1/4","40 - 49세","여자",151
"부산광역시","2021.1/4","50 - 59세","남자",211
"부산광역시","2021.1/4","50 - 59세","여자",192
"부산광역시","2021.1/4","60세이상","남자",191
"부산광역시","2021.1/4","60세이상","여자",149
"부산광역시","2021.2/4","20 - 29세","남자",108
"부산광역시","2021.2/4","20 - 29세","여자",111
"부산광역시","2021.2/4","30 - 39세","남자",177
"부산광역시","2021.2/4","30 - 39세","여자",118
"부산광역시","2021.2/4","40 - 49세","남자",223
"부산광역시","2021.2/4","40 - 49세","여자",155
"부산광역시","2021.2/4","50 - 59세","남자",211
"부산광역시","2021.2/4","50 - 59세","여자",193
"부산광역시","2021.2/4","60세이상","남자",202
"부산광역시","2021.2/4","60세이상","여자",163
"부산광역시","2021.3/4","20 - 29세","남자",109
"부산광역시","2021.3/4","20 - 29세","여자",114
"부산광역시","2021.3/4","30 - 39세","남자",174
"부산광역시","2021.3/4","30 - 39세","여자",119
"부산광역시","2021.3/4","40 - 49세","남자",221
"부산광역시","2021.3/4","40 - 49세","여자",152
"부산광역시","2021.3/4","50 - 59세","남자",216
"부산광역시","2021.3/4","50 - 59세","여자",191
"부산광역시","2021.3/4","60세이상","남자",212
"부산광역시","2021.3/4","60세이상","여자",166
"부산광역시","2021.4/4","20 - 29세","남자",98
"부산광역시","2021.4/4","20 - 29세","여자",113
"부산광역시","2021.4/4","30 - 39세","남자",176
"부산광역시","2021.4/4","30 - 39세","여자",120
"부산광역시","2021.4/4","40 - 49세","남자",220
"부산광역시","2021.4/4","40 - 49세","여자",153
"부산광역시","2021.4/4","50 - 59세","남자",214
"부산광역시","2021.4/4","50 - 59세","여자",187
"부산광역시","2021.4/4","60세이상","남자",210
"부산광역시","2021.4/4","60세이상","여자",161
"부산광역시","2022.1/4","20 - 29세","남자",95
"부산광역시","2022.1/4","20 - 29세","여자",112
"부산광역시","2022.1/4","30 - 39세","남자",177
"부산광역시","2022.1/4","30 - 39세","여자",122
"부산광역시","2022.1/4","40 - 49세","남자",222
"부산광역시","2022.1/4","40 - 49세","여자",154
"부산광역시","2022.1/4","50 - 59세","남자",216
"부산광역시","2022.1/4","50 - 59세","여자",181
"부산광역시","2022.1/4","60세이상","남자",202
"부산광역시","2022.1/4","60세이상","여자",158
"부산광역시","2022.2/4","20 - 29세","남자",98
"부산광역시","2022.2/4","20 - 29세","여자",115
"부산광역시","2022.2/4","30 - 39세","남자",177
"부산광역시","2022.2/4","30 - 39세","여자",119
"부산광역시","2022.2/4","40 - 49세","남자",221
"부산광역시","2022.2/4","40 - 49세","여자",150
"부산광역시","2022.2/4","50 - 59세","남자",218
"부산광역시","2022.2/4","50 - 59세","여자",184
"부산광역시","2022.2/4","60세이상","남자",217
"부산광역시","2022.2/4","60세이상","여자",173
"부산광역시","2022.3/4","20 - 29세","남자",106
"부산광역시","2022.3/4","20 - 29세","여자",113
"부산광역시","2022.3/4","30 - 39세","남자",174
"부산광역시","2022.3/4","30 - 39세","여자",121
"부산광역시","2022.3/4","40 - 49세","남자",222
"부산광역시","2022.3/4","40 - 49세","여자",147
"부산광역시","2022.3/4","50 - 59세","남자",219
"부산광역시","2022.3/4","50 - 59세","여자",183
"부산광역시","2022.3/4","60세이상","남자",220
"부산광역시","2022.3/4","60세이상","여자",183
"부산광역시","2022.4/4","20 - 29세","남자",110
"부산광역시","2022.4/4","20 - 29세","여자",104
"부산광역시","2022.4/4","30 - 39세","남자",174
"부산광역시","2022.4/4","30 - 39세","여자",129
"부산광역시","2022.4/4","40 - 49세","남자",220
"부산광역시","2022.4/4","40 - 49세","여자",147
"부산광역시","2022.4/4","50 - 59세","남자",221
"부산광역시","2022.4/4","50 - 59세","여자",179
"부산광역시","2022.4/4","60세이상","남자",215
"부산광역시","2022.4/4","60세이상","여자",185
"부산광역시","2023.1/4","20 - 29세","남자",109
"부산광역시","2023.1/4","20 - 29세","여자",107
"부산광역시","2023.1/4","30 - 39세","남자",177
"부산광역시","2023.1/4","30 - 39세","여자",129
"부산광역시","2023.1/4","40 - 49세","남자",218
"부산광역시","2023.1/4","40 - 49세","여자",147
"부산광역시","2023.1/4","50 - 59세","남자",217
"부산광역시","2023.1/4","50 - 59세","여자",177
"부산광역시","2023.1/4","60세이상","남자",213
"부산광역시","2023.1/4","60세이상","여자",181
"부산광역시","2023.2/4","20 - 29세","남자",107
"부산광역시","2023.2/4","20 - 29세","여자",107
"부산광역시","2023.2/4","30 - 39세","남자",179
"부산광역시","2023.2/4","30 - 39세","여자",123
"부산광역시","2023.2/4","40 - 49세","남자",218
